date,province,mean,minimum,maximum,rain
2020-08-15,Northgangneung,25.7,24.0,29.9,29.6
2020-08-15,Northchuncheon,26.1,24.5,28.0,12.2
2020-08-15,Sokcho,29.7,25.0,33.3,0.3
2020-08-15,Wonju,25.8,24.1,27.2,57.4
2020-08-15,Inje,25.8,24.3,27.3,15.9
2020-08-15,Jeongseon,24.5,22.0,26.9,41.0
2020-08-15,Cheorwon,25.7,24.6,27.4,0.9
2020-08-15,Chuncheon,26.6,25.5,28.1,20.2
2020-08-15,Taebaek,24.7,22.9,28.1,4.3
2020-08-15,Hongcheon,25.3,24.3,26.9,78.9
2020-08-16,Gangneung,30.0,27.2,33.2,0.0
2020-08-16,Daegwallyeong,23.3,21.7,25.5,0.0
2020-08-16,Donghae,27.5,23.5,31.4,0.0
2020-08-16,Northgangneung,28.5,26.1,30.2,0.0
2020-08-16,Northchuncheon,26.9,24.2,31.1,0.7
2020-08-16,Sokcho,28.9,25.0,32.0,0.0
2020-08-16,Wonju,27.2,23.6,31.6,0.0
2020-08-16,Inje,26.7,23.9,30.3,0.3
2020-08-16,Jeongseon,25.1,21.4,30.5,0.0
2020-08-16,Cheorwon,26.6,24.4,29.7,0.05
2020-08-16,Chuncheon,27.5,24.9,31.0,0.05
2020-08-16,Taebaek,24.9,22.6,28.0,0.0
2020-08-16,Hongcheon,26.8,23.6,31.6,0.0
2020-08-17,Gangneung,30.5,27.7,34.8,0.0
2020-08-17,Daegwallyeong,23.9,20.2,29.6,0.0
2020-08-17,Donghae,26.7,23.3,32.3,0.0
2020-08-17,Northgangneung,28.3,24.2,32.9,0.0
2020-08-17,Northchuncheon,26.7,23.8,30.6,0.0
2020-08-17,Sokcho,29.3,25.3,33.1,0.0
2020-08-17,Wonju,27.4,24.7,31.4,0.0
2020-08-17,Inje,26.7,23.5,29.9,0.0
2020-08-17,Jeongseon,26.1,20.6,32.9,0.0
2020-08-17,Cheorwon,26.2,23.5,28.9,0.0
2020-08-17,Chuncheon,27.2,24.8,30.2,0.0
2020-08-17,Taebaek,25.3,20.8,32.0,0.0
2020-08-17,Hongcheon,27.0,23.7,31.2,0.0
2020-08-18,Gangneung,31.2,26.7,35.7,0.0
2020-08-18,Daegwallyeong,23.9,18.2,29.7,0.0
2020-08-18,Donghae,26.9,22.8,31.0,0.0
2020-08-18,Northgangneung,28.3,23.4,33.0,0.0
2020-08-18,Northchuncheon,27.1,23.2,32.2,0.0
2020-08-18,Sokcho,28.6,24.3,33.0,0.0
2020-08-18,Wonju,27.0,23.6,31.7,0.0
2020-08-18,Inje,26.4,22.6,32.1,0.0
2020-08-18,Jeongseon,26.2,22.1,33.3,0.0
2020-08-18,Cheorwon,25.4,21.6,30.7,0.0
2020-08-18,Chuncheon,27.7,24.4,32.5,0.0
2020-08-18,Taebaek,24.6,18.5,32.4,0.05
2020-08-18,Hongcheon,27.1,23.7,32.4,0.0
2020-08-19,Gangneung,31.6,27.4,36.0,0.0
2020-08-19,Daegwallyeong,23.9,19.0,29.5,0.0
2020-08-19,Donghae,26.3,23.1,30.2,0.0
2020-08-19,Northgangneung,28.5,22.5,34.0,0.0
2020-08-19,Northchuncheon,26.4,22.2,32.6,0.0
2020-08-19,Sokcho,29.5,23.3,35.1,0.0
2020-08-19,Wonju,27.1,23.0,31.7,0.0
2020-08-19,Inje,26.0,22.2,31.2,0.0
2020-08-19,Jeongseon,25.8,21.7,33.1,0.0
2020-08-19,Cheorwon,24.9,20.4,30.3,0.0
2020-08-19,Chuncheon,27.0,23.3,32.5,0.0
2020-08-19,Taebaek,25.7,18.7,32.8,0.0
2020-08-19,Hongcheon,26.5,22.2,32.2,0.0
2020-08-20,Gangneung,26.8,22.8,30.7,3.7
2020-08-20,Daegwallyeong,21.5,18.3,29.1,0.05
2020-08-20,Donghae,24.1,21.6,26.9,1.0
2020-08-20,Northgangneung,24.3,21.5,28.1,6.0
2020-08-20,Northchuncheon,26.9,21.7,32.8,0.0
2020-08-20,Sokcho,24.4,21.6,29.7,11.9
2020-08-20,Wonju,27.3,23.1,32.2,0.0
2020-08-20,Inje,25.7,22.2,32.1,0.0
2020-08-20,Jeongseon,26.1,20.9,33.0,0.0
2020-08-20,Cheorwon,25.8,22.0,30.8,0.0
2020-08-20,Chuncheon,27.6,22.9,32.8,0.0
2020-08-20,Taebaek,23.3,17.0,31.7,0.0
2020-08-20,Hongcheon,26.8,22.5,32.3,0.0
2020-08-21,Gangneung,22.7,21.3,25.0,0.7
2020-08-21,Daegwallyeong,19.2,17.5,23.1,0.05
2020-08-21,Donghae,22.2,20.6,24.1,0.1
2020-08-21,Northgangneung,21.5,20.0,24.4,1.3
2020-08-21,Northchuncheon,24.1,21.8,26.4,1.7
2020-08-21,Sokcho,21.2,20.0,22.5,26.7
2020-08-21,Wonju,26.9,24.0,32.0,0.05
2020-08-21,Inje,22.4,20.8,23.6,0.1
2020-08-21,Jeongseon,25.0,23.0,31.5,0.0
2020-08-21,Cheorwon,21.4,19.7,23.4,19.8
2020-08-21,Chuncheon,24.1,22.3,26.6,4.3
2020-08-21,Taebaek,21.3,19.0,28.4,0.0
2020-08-21,Hongcheon,24.7,22.2,29.5,1.6
2020-08-22,Gangneung,23.1,21.6,24.4,11.3
2020-08-22,Daegwallyeong,19.8,17.6,25.0,30.2
2020-08-22,Donghae,21.9,20.2,24.3,23.1
2020-08-22,Northgangneung,21.8,20.3,23.0,19.0
2020-08-22,Northchuncheon,23.0,20.8,27.1,8.0
2020-08-22,Sokcho,22.1,20.3,25.1,21.2
2020-08-22,Wonju,24.9,20.6,29.7,68.9
2020-08-22,Inje,22.6,20.4,28.1,56.2
2020-08-22,Jeongseon,24.2,20.2,30.3,17.0
2020-08-22,Cheorwon,22.8,19.8,28.1,20.9
2020-08-22,Chuncheon,23.4,21.8,27.1,14.7
2020-08-22,Taebaek,22.4,19.1,27.7,14.3
2020-08-22,Hongcheon,23.1,19.8,28.6,19.5
2020-08-23,Gangneung,24.6,20.2,29.7,2.1
2020-08-23,Daegwallyeong,19.9,16.2,25.5,0.05
2020-08-23,Donghae,22.2,19.7,26.4,8.4
2020-08-23,Northgangneung,22.9,18.9,27.8,2.4
2020-08-23,Northchuncheon,24.1,20.3,30.1,0.05
2020-08-23,Sokcho,23.6,19.6,27.7,0.1
2020-08-23,Wonju,24.3,20.4,29.6,0.0
2020-08-23,Inje,22.6,19.2,28.6,0.0
2020-08-23,Jeongseon,22.4,19.3,28.3,0.5
2020-08-23,Cheorwon,23.2,18.7,29.3,2.9
2020-08-23,Chuncheon,25.0,21.4,30.7,0.0
2020-08-23,Taebaek,21.2,17.3,26.9,3.5
2020-08-23,Hongcheon,23.8,19.3,29.9,0.0
2020-08-24,Gangneung,27.1,21.7,32.2,0.0
2020-08-24,Daegwallyeong,21.9,15.8,27.5,0.05
2020-08-24,Donghae,23.8,19.2,28.1,0.0
2020-08-24,Northgangneung,25.1,19.5,29.2,0.0
2020-08-24,Northchuncheon,25.7,20.5,31.7,0.0
2020-08-24,Sokcho,24.7,20.4,28.5,0.0
2020-08-24,Wonju,26.8,21.7,31.7,0.0
2020-08-24,Inje,24.7,20.1,30.6,0.0
2020-08-24,Jeongseon,24.3,19.6,31.1,0.0
2020-08-24,Cheorwon,24.7,19.8,30.3,0.0
2020-08-24,Chuncheon,26.3,22.0,31.8,0.0
2020-08-24,Taebaek,22.0,15.3,28.4,0.0
2020-08-24,Hongcheon,25.6,20.8,31.6,0.0
2020-08-25,Gangneung,30.2,24.4,36.5,0.0
2020-08-25,Daegwallyeong,24.7,19.6,30.8,0.0
2020-08-25,Donghae,26.2,22.1,31.2,0.0
2020-08-25,Northgangneung,28.8,23.6,35.2,0.0
2020-08-25,Northchuncheon,28.2,23.1,34.1,0.0
2020-08-25,Sokcho,27.3,23.2,32.2,0.0
2020-08-25,Wonju,29.0,24.0,34.4,0.05
2020-08-25,Inje,27.3,22.6,33.2,0.0
2020-08-25,Jeongseon,26.6,21.7,34.1,0.0
2020-08-25,Cheorwon,26.9,21.9,32.1,0.0
2020-08-25,Chuncheon,28.5,23.9,33.7,0.05
2020-08-25,Taebaek,25.1,20.1,31.4,0.0
2020-08-25,Hongcheon,28.0,23.0,33.8,0.05
2020-08-26,Gangneung,26.4,24.6,28.2,0.1
2020-08-26,Daegwallyeong,21.7,18.2,25.0,6.0
2020-08-26,Donghae,24.1,22.5,25.8,0.05
2020-08-26,Northgangneung,24.7,22.8,26.6,0.05
2020-08-26,Northchuncheon,29.1,23.5,35.4,0.3
2020-08-26,Sokcho,25.8,23.5,28.9,2.4
2020-08-26,Wonju,29.2,25.0,34.1,0.2
2020-08-26,Inje,27.1,22.9,33.1,0.4
2020-08-26,Jeongseon,26.9,22.8,31.9,3.0
2020-08-26,Cheorwon,29.0,22.6,34.9,0.05
2020-08-26,Chuncheon,29.1,25.1,34.6,5.7
2020-08-26,Taebaek,23.2,19.5,26.7,4.0
2020-08-26,Hongcheon,28.5,23.9,35.5,0.05
2020-08-27,Gangneung,30.1,26.0,35.6,0.05
2020-08-27,Daegwallyeong,24.3,21.8,28.2,0.4
2020-08-27,Donghae,26.3,23.5,29.5,0.05
2020-08-27,Northgangneung,28.6,24.0,34.4,0.4
2020-08-27,Northchuncheon,28.1,24.6,31.7,5.9
2020-08-27,Sokcho,27.3,25.1,32.4,2.0
2020-08-27,Wonju,27.8,25.1,31.6,29.9
2020-08-27,Inje,27.1,23.7,31.0,10.6
2020-08-27,Jeongseon,26.1,23.2,31.6,3.5
2020-08-27,Cheorwon,26.8,24.3,30.1,7.3
2020-08-27,Chuncheon,28.5,25.1,31.5,3.6
2020-08-27,Taebaek,24.2,21.9,27.7,2.8
2020-08-27,Hongcheon,27.4,24.0,31.5,19.0
2020-08-28,Gangneung,29.4,26.3,35.1,0.4
2020-08-28,Daegwallyeong,24.7,22.1,29.3,0.9
2020-08-28,Donghae,26.3,22.3,30.3,0.4
2020-08-28,Northgangneung,27.7,24.4,32.7,0.6
2020-08-28,Northchuncheon,27.1,24.3,32.6,32.4
2020-08-28,Sokcho,27.1,25.3,31.6,0.05
2020-08-28,Wonju,27.8,24.6,32.4,26.5
2020-08-28,Inje,26.5,24.1,31.8,10.2
2020-08-28,Jeongseon,27.0,23.8,32.2,0.1
2020-08-28,Cheorwon,25.7,23.7,29.6,35.5
2020-08-28,Chuncheon,27.8,25.0,33.2,27.0
2020-08-28,Taebaek,25.2,22.4,30.7,0.7
2020-08-28,Hongcheon,27.0,24.0,32.5,20.2
2020-08-29,Gangneung,29.2,26.0,33.6,0.2
2020-08-29,Daegwallyeong,23.6,21.2,27.7,9.8
2020-08-29,Donghae,25.6,23.7,29.7,2.1
2020-08-29,Northgangneung,26.9,24.4,30.8,2.8
2020-08-29,Northchuncheon,26.6,24.4,29.9,10.9
2020-08-29,Sokcho,26.9,24.6,31.1,6.5
2020-08-29,Wonju,26.1,23.9,30.9,35.0
2020-08-29,Inje,26.0,23.9,31.0,8.1
2020-08-29,Jeongseon,26.2,23.6,31.6,19.5
2020-08-29,Cheorwon,26.1,23.2,30.8,2.5
2020-08-29,Chuncheon,27.1,25.1,29.8,6.6
2020-08-29,Taebaek,24.3,21.7,28.5,8.1
2020-08-29,Hongcheon,25.8,23.4,30.4,33.0
2020-08-30,Gangneung,24.3,22.9,26.5,21.9
2020-08-30,Daegwallyeong,20.7,19.2,22.5,2.0
2020-08-30,Donghae,22.9,21.6,24.5,3.4
2020-08-30,Northgangneung,23.2,21.8,24.9,21.1
2020-08-30,Northchuncheon,26.5,23.9,31.1,13.8
2020-08-30,Sokcho,23.4,22.3,25.6,13.3
2020-08-30,Wonju,25.6,24.0,30.1,2.9
2020-08-30,Inje,24.7,22.3,28.2,22.5
2020-08-30,Jeongseon,24.3,22.2,27.9,5.0
2020-08-30,Cheorwon,26.6,23.4,32.1,1.9
2020-08-30,Chuncheon,27.1,25.1,31.1,13.9
2020-08-30,Taebaek,21.5,19.7,25.2,2.1
2020-08-30,Hongcheon,25.1,22.2,30.2,6.0
2020-08-31,Gangneung,23.2,21.8,24.3,0.4
2020-08-31,Daegwallyeong,18.2,17.3,19.5,8.9
2020-08-31,Donghae,21.9,20.7,23.3,3.0
2020-08-31,Northgangneung,21.9,20.4,23.2,1.0
2020-08-31,Northchuncheon,25.6,23.3,28.8,0.0
2020-08-31,Sokcho,22.8,21.2,24.6,1.0
2020-08-31,Wonju,25.7,22.9,30.4,0.9
2020-08-31,Inje,24.0,21.5,27.9,0.0
2020-08-31,Jeongseon,23.2,19.4,26.4,0.0
2020-08-31,Cheorwon,24.9,22.7,28.0,0.0
2020-08-31,Chuncheon,25.4,23.6,28.8,0.0
2020-08-31,Taebaek,19.4,17.7,21.2,1.6
2020-08-31,Hongcheon,24.6,22.2,28.4,0.0
2020-09-01,Gangneung,25.1,20.3,29.7,0.2
2020-09-01,Daegwallyeong,20.5,15.3,26.3,1.1
2020-09-01,Donghae,22.9,20.0,25.5,0.05
2020-09-01,Northgangneung,23.2,19.1,27.5,0.6
2020-09-01,Northchuncheon,25.2,20.6,30.0,0.1
2020-09-01,Sokcho,24.0,20.3,27.1,0.7
2020-09-01,Wonju,25.7,21.4,30.0,0.05
2020-09-01,Inje,24.4,19.3,30.2,0.05
2020-09-01,Jeongseon,23.3,18.3,28.7,0.5
2020-09-01,Cheorwon,25.3,21.5,30.1,0.05
2020-09-01,Chuncheon,25.9,21.9,30.8,0.05
2020-09-01,Taebaek,21.5,16.9,27.3,0.05
2020-09-01,Hongcheon,24.5,20.2,30.2,0.6
2020-09-02,Gangneung,23.9,22.9,24.9,154.4
2020-09-02,Daegwallyeong,20.5,19.8,22.1,115.1
2020-09-02,Donghae,22.9,22.0,23.9,62.4
2020-09-02,Northgangneung,22.8,21.9,24.1,154.9
2020-09-02,Northchuncheon,23.8,22.9,25.1,25.8
2020-09-02,Sokcho,23.0,21.7,23.6,147.1
2020-09-02,Wonju,23.7,22.8,25.0,20.6
2020-09-02,Inje,22.6,21.3,24.3,36.7
2020-09-02,Jeongseon,23.1,22.2,25.5,34.5
2020-09-02,Cheorwon,22.9,21.8,24.3,34.0
2020-09-02,Chuncheon,24.1,23.2,25.1,24.8
2020-09-02,Taebaek,21.2,20.4,23.1,89.2
2020-09-02,Hongcheon,23.0,21.9,23.7,23.8
2020-09-03,Gangneung,25.9,23.8,28.5,77.0
2020-09-03,Daegwallyeong,19.2,16.8,22.2,115.9
2020-09-03,Donghae,24.8,22.0,27.6,52.0
2020-09-03,Northgangneung,25.1,21.8,27.1,68.7
2020-09-03,Northchuncheon,22.6,20.5,26.4,43.1
2020-09-03,Sokcho,25.3,22.3,28.7,64.4
2020-09-03,Wonju,22.6,20.4,25.9,40.0
2020-09-03,Inje,22.5,20.5,24.3,67.1
2020-09-03,Jeongseon,22.4,20.2,25.0,43.5
2020-09-03,Cheorwon,21.4,19.5,24.4,37.4
2020-09-03,Chuncheon,23.0,20.7,25.9,44.5
2020-09-03,Taebaek,20.4,18.0,23.0,112.0
2020-09-03,Hongcheon,22.5,20.3,26.1,37.9
2020-09-04,Gangneung,24.7,20.4,29.7,0.0
2020-09-04,Daegwallyeong,17.4,11.6,22.3,0.0
2020-09-04,Donghae,23.1,18.0,28.2,0.0
2020-09-04,Northgangneung,23.9,18.2,29.0,0.0
2020-09-04,Northchuncheon,21.8,16.2,27.4,0.0
2020-09-04,Sokcho,23.7,18.5,28.3,0.0
2020-09-04,Wonju,22.6,18.7,26.9,0.0
2020-09-04,Inje,21.4,16.0,26.4,0.0
2020-09-04,Jeongseon,20.9,16.1,26.6,0.0
2020-09-04,Cheorwon,21.3,16.0,26.3,0.0
2020-09-04,Chuncheon,22.4,17.8,27.3,0.0
2020-09-04,Taebaek,19.0,14.1,24.1,0.0
2020-09-04,Hongcheon,21.9,17.1,27.3,3.9
2020-09-05,Gangneung,21.6,19.6,24.1,0.05
2020-09-05,Daegwallyeong,15.1,10.6,19.7,0.05
2020-09-05,Donghae,19.6,17.3,23.1,0.3
2020-09-05,Northgangneung,20.3,17.7,23.1,0.05
2020-09-05,Northchuncheon,20.0,14.8,25.8,0.0
2020-09-05,Sokcho,20.7,17.1,23.7,0.0
2020-09-05,Wonju,20.4,16.8,23.7,0.0
2020-09-05,Inje,18.9,14.8,24.1,0.0
2020-09-05,Jeongseon,18.2,15.5,21.9,0.3
2020-09-05,Cheorwon,20.7,14.3,27.2,0.0
2020-09-05,Chuncheon,20.6,16.3,25.6,0.0
2020-09-05,Taebaek,16.1,13.5,21.2,0.8
2020-09-05,Hongcheon,19.6,15.4,24.9,0.0
2020-09-06,Gangneung,18.5,16.7,21.5,31.7
2020-09-06,Daegwallyeong,14.2,12.4,16.8,19.4
2020-09-06,Donghae,17.2,15.5,19.2,22.8
2020-09-06,Northgangneung,17.6,15.9,21.1,24.6
2020-09-06,Northchuncheon,19.9,17.0,24.8,14.8
2020-09-06,Sokcho,18.3,16.0,22.6,31.1
2020-09-06,Wonju,20.2,17.1,25.5,11.9
2020-09-06,Inje,18.6,16.2,24.0,15.7
2020-09-06,Jeongseon,17.8,15.2,22.0,19.0
2020-09-06,Cheorwon,19.2,16.3,23.8,4.8
2020-09-06,Chuncheon,20.2,18.4,23.8,13.8
2020-09-06,Taebaek,14.3,13.0,15.8,22.2
2020-09-06,Hongcheon,19.6,16.9,25.6,12.4
2020-09-07,Gangneung,22.2,16.0,26.9,236.2
2020-09-07,Daegwallyeong,17.1,12.1,21.1,137.3
2020-09-07,Donghae,21.6,15.7,26.2,83.8
2020-09-07,Northgangneung,21.3,15.2,25.4,206.5
2020-09-07,Northchuncheon,19.6,16.3,23.3,24.9
2020-09-07,Sokcho,21.3,15.3,26.2,192.5
2020-09-07,Wonju,19.0,16.0,20.8,38.0
2020-09-07,Inje,19.1,15.4,22.7,41.3
2020-09-07,Jeongseon,19.5,15.4,23.9,40.5
2020-09-07,Cheorwon,18.4,15.4,21.3,33.0
2020-09-07,Chuncheon,19.6,16.5,22.9,26.9
2020-09-07,Taebaek,17.3,13.3,21.7,158.5
2020-09-07,Hongcheon,19.0,15.6,21.8,27.1
2020-09-08,Gangneung,25.4,21.9,27.9,0.0
2020-09-08,Daegwallyeong,18.4,16.4,21.0,2.1
2020-09-08,Donghae,24.2,20.5,27.1,0.0
2020-09-08,Northgangneung,24.6,22.5,27.5,0.05
2020-09-08,Northchuncheon,22.2,17.4,27.4,2.8
2020-09-08,Sokcho,25.1,22.5,27.3,0.05
2020-09-08,Wonju,22.6,19.7,26.6,2.6
2020-09-08,Inje,21.6,17.2,25.4,1.6
2020-09-08,Jeongseon,21.0,17.8,25.2,0.3
2020-09-08,Cheorwon,20.3,17.9,24.3,7.1
2020-09-08,Chuncheon,22.8,18.6,26.8,1.7
2020-09-08,Taebaek,19.0,15.9,22.1,0.05
2020-09-08,Hongcheon,22.0,16.9,27.0,1.2
2020-09-09,Gangneung,23.3,18.9,27.9,6.5
2020-09-09,Daegwallyeong,16.5,13.5,21.0,6.6
2020-09-09,Donghae,21.9,19.5,25.4,0.05
2020-09-09,Northgangneung,21.4,17.1,25.6,3.2
2020-09-09,Northchuncheon,19.0,17.2,25.9,13.6
2020-09-09,Sokcho,22.6,19.5,26.5,0.1
2020-09-09,Wonju,20.3,17.7,25.4,9.0
2020-09-09,Inje,19.0,16.4,24.8,8.4
2020-09-09,Jeongseon,19.6,16.3,24.7,5.0
2020-09-09,Cheorwon,19.0,15.4,23.8,33.3
2020-09-09,Chuncheon,19.9,18.1,25.8,14.3
2020-09-09,Taebaek,18.9,15.6,23.1,0.1
2020-09-09,Hongcheon,18.8,16.5,25.0,10.6
2020-09-10,Gangneung,23.3,18.7,28.5,0.0
2020-09-10,Daegwallyeong,16.5,12.8,21.3,0.0
2020-09-10,Donghae,21.0,17.1,25.3,0.0
2020-09-10,Northgangneung,21.8,16.8,27.4,0.0
2020-09-10,Northchuncheon,20.6,17.0,26.7,0.1
2020-09-10,Sokcho,22.3,18.5,28.1,0.0
2020-09-10,Wonju,21.2,17.4,25.8,0.0
2020-09-10,Inje,19.9,16.1,25.6,0.0
2020-09-10,Jeongseon,19.3,16.0,25.7,0.1
2020-09-10,Cheorwon,20.4,16.2,26.0,0.8
2020-09-10,Chuncheon,21.1,17.7,26.6,0.2
2020-09-10,Taebaek,18.0,13.8,23.0,0.0
2020-09-10,Hongcheon,20.2,16.8,25.9,5.5
2020-09-11,Gangneung,20.7,19.0,23.6,0.2
2020-09-11,Daegwallyeong,14.9,12.1,18.0,3.0
2020-09-11,Donghae,19.6,17.8,21.8,0.05
2020-09-11,Northgangneung,19.6,17.2,22.2,0.2
2020-09-11,Northchuncheon,20.8,15.8,27.0,1.4
2020-09-11,Sokcho,20.2,18.3,23.1,3.0
2020-09-11,Wonju,20.9,17.5,26.3,0.5
2020-09-11,Inje,19.7,16.6,25.1,1.0
2020-09-11,Jeongseon,19.2,16.6,22.9,1.0
2020-09-11,Cheorwon,20.3,15.2,27.7,1.3
2020-09-11,Chuncheon,21.3,17.2,26.7,1.4
2020-09-11,Taebaek,16.1,13.8,19.5,2.1
2020-09-11,Hongcheon,20.2,16.1,26.1,1.6
2020-09-12,Gangneung,18.8,16.4,20.4,52.5
2020-09-12,Daegwallyeong,14.0,12.1,15.8,54.3
2020-09-12,Donghae,18.0,15.9,19.6,27.3
2020-09-12,Northgangneung,18.0,15.7,19.5,36.2
2020-09-12,Northchuncheon,19.3,17.2,22.8,10.6
2020-09-12,Sokcho,18.5,16.4,20.1,13.3
2020-09-12,Wonju,18.9,17.2,21.6,15.4
2020-09-12,Inje,18.3,16.5,21.9,10.8
2020-09-12,Jeongseon,17.7,16.3,19.9,23.5
2020-09-12,Cheorwon,18.7,16.9,23.0,8.7
2020-09-12,Chuncheon,19.4,17.9,22.7,11.6
2020-09-12,Taebaek,14.6,13.8,15.8,38.4
2020-09-12,Hongcheon,18.6,16.9,22.2,11.7
2020-09-13,Gangneung,17.6,15.7,20.4,11.1
2020-09-13,Daegwallyeong,13.6,11.7,19.0,1.9
2020-09-13,Donghae,16.4,15.0,19.0,10.5
2020-09-13,Northgangneung,16.6,14.9,19.4,12.6
2020-09-13,Northchuncheon,19.8,14.7,25.1,0.0
2020-09-13,Sokcho,17.4,15.4,20.6,9.8
2020-09-13,Wonju,20.2,15.4,25.4,0.0
2020-09-13,Inje,18.9,14.9,24.3,0.05
2020-09-13,Jeongseon,18.1,14.7,22.6,0.0
2020-09-13,Cheorwon,19.6,13.7,24.7,0.0
2020-09-13,Chuncheon,20.5,16.2,26.0,0.0
2020-09-13,Taebaek,14.4,12.6,18.7,0.9
2020-09-13,Hongcheon,19.2,14.2,25.2,0.0
2020-09-14,Gangneung,21.0,15.0,27.1,0.0
2020-09-14,Daegwallyeong,16.1,11.8,21.3,0.0
2020-09-14,Donghae,19.3,14.5,24.2,0.0
2020-09-14,Northgangneung,19.9,13.9,25.6,0.0
2020-09-14,Northchuncheon,19.7,15.6,25.4,0.0
2020-09-14,Sokcho,20.1,14.7,27.9,0.0
2020-09-14,Wonju,20.3,16.2,25.1,0.0
2020-09-14,Inje,19.3,16.1,24.6,0.0
2020-09-14,Jeongseon,19.0,15.6,24.8,0.0
2020-09-14,Cheorwon,19.7,14.9,25.2,0.0
2020-09-14,Chuncheon,20.8,17.1,26.0,0.0
2020-09-14,Taebaek,16.8,12.2,22.7,0.0
2020-09-14,Hongcheon,19.6,15.5,25.2,0.0
2020-09-15,Gangneung,21.7,18.2,25.7,0.0
2020-09-15,Daegwallyeong,15.5,11.1,20.7,0.0
2020-09-15,Donghae,19.5,16.1,22.8,0.0
2020-09-15,Northgangneung,20.0,16.4,23.5,0.0
2020-09-15,Northchuncheon,21.0,16.5,27.1,0.0
2020-09-15,Sokcho,20.8,17.4,24.5,0.0
2020-09-15,Wonju,22.2,17.7,27.2,0.0
2020-09-15,Inje,20.7,17.1,27.4,0.0
2020-09-15,Jeongseon,19.3,15.7,26.1,0.0
2020-09-15,Cheorwon,21.2,16.6,26.9,0.0
2020-09-15,Chuncheon,21.7,17.9,27.6,0.0
2020-09-15,Taebaek,17.2,12.1,23.5,0.0
2020-09-15,Hongcheon,20.8,16.8,27.3,0.0
2020-09-16,Gangneung,22.7,19.2,28.1,0.2
2020-09-16,Daegwallyeong,17.5,14.0,23.4,1.8
2020-09-16,Donghae,20.0,17.8,24.2,10.0
2020-09-16,Northgangneung,20.8,17.9,26.2,2.6
2020-09-16,Northchuncheon,20.3,18.9,23.9,15.8
2020-09-16,Sokcho,20.7,18.4,24.4,0.5
2020-09-16,Wonju,21.5,20.1,25.5,5.4
2020-09-16,Inje,19.8,18.1,24.3,9.8
2020-09-16,Jeongseon,19.5,17.3,26.4,12.5
2020-09-16,Cheorwon,20.1,17.5,23.7,3.7
2020-09-16,Chuncheon,20.9,19.8,24.3,17.5
2020-09-16,Taebaek,18.2,15.1,23.5,1.5
2020-09-16,Hongcheon,20.8,19.0,23.9,0.05
2020-09-17,Gangneung,21.8,20.0,23.4,0.0
2020-09-17,Daegwallyeong,15.8,13.3,18.5,0.0
2020-09-17,Donghae,19.7,17.2,21.4,0.05
2020-09-17,Northgangneung,19.7,16.9,23.2,0.0
2020-09-17,Northchuncheon,19.1,14.9,23.7,0.0
2020-09-17,Sokcho,21.3,18.8,24.0,0.0
2020-09-17,Wonju,20.4,17.7,23.6,0.05
2020-09-17,Inje,18.7,14.4,22.9,0.0
2020-09-17,Jeongseon,18.8,16.1,22.6,0.0
2020-09-17,Cheorwon,19.9,17.4,22.9,0.0
2020-09-17,Chuncheon,19.6,16.2,22.8,0.0
2020-09-17,Taebaek,16.8,14.3,19.2,0.05
2020-09-17,Hongcheon,19.2,15.4,23.4,0.0
2020-09-18,Gangneung,21.7,18.7,26.8,0.0
2020-09-18,Daegwallyeong,15.4,13.3,19.4,0.0
2020-09-18,Donghae,20.4,16.4,24.2,0.0
2020-09-18,Northgangneung,19.7,15.4,25.9,0.0
2020-09-18,Northchuncheon,17.5,12.4,25.5,0.1
2020-09-18,Sokcho,21.6,19.0,26.6,0.0
2020-09-18,Wonju,20.5,16.8,25.1,0.0
2020-09-18,Inje,17.6,12.9,23.8,0.0
2020-09-18,Jeongseon,17.9,13.8,23.4,0.0
2020-09-18,Cheorwon,16.8,11.7,24.2,1.9
2020-09-18,Chuncheon,18.4,14.3,25.1,0.4
2020-09-18,Taebaek,16.1,12.9,19.6,0.0
2020-09-18,Hongcheon,18.2,13.9,25.0,0.0
2020-09-19,Gangneung,20.8,16.1,26.8,0.0
2020-09-19,Daegwallyeong,15.2,11.2,20.2,0.0
2020-09-19,Donghae,19.1,13.3,24.7,0.0
2020-09-19,Northgangneung,19.1,13.3,26.3,0.0
2020-09-19,Northchuncheon,16.7,11.2,25.8,0.0
2020-09-19,Sokcho,21.9,17.4,26.8,0.0
2020-09-19,Wonju,19.1,15.8,23.8,5.5
2020-09-19,Inje,16.9,11.7,24.7,0.0
2020-09-19,Jeongseon,16.5,12.0,23.4,0.0
2020-09-19,Cheorwon,16.6,10.3,24.8,0.0
2020-09-19,Chuncheon,17.6,13.3,25.5,0.0
2020-09-19,Taebaek,15.3,11.1,20.1,0.05
2020-09-19,Hongcheon,17.7,12.2,25.5,0.0
2020-09-20,Gangneung,19.1,14.6,23.8,0.0
2020-09-20,Daegwallyeong,12.2,5.5,19.1,0.0
2020-09-20,Donghae,17.6,13.6,21.8,0.0
2020-09-20,Northgangneung,17.7,13.2,22.7,0.0
2020-09-20,Northchuncheon,16.1,9.3,24.0,0.0
2020-09-20,Sokcho,18.5,13.9,22.5,0.0
2020-09-20,Wonju,17.6,12.0,24.0,0.0
2020-09-20,Inje,15.3,10.2,23.1,0.0
2020-09-20,Jeongseon,14.8,9.7,22.7,0.0
